Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefoxitin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin/sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin/tazobactam,tetracycline,gentamicin,imipenem,meropenem,amikacin,cefepime,trimethoprim/sulfamethoxazole,ampicillin,amoxicillin/clavulanic acid,ertapenem,chloramphenicol,polymyxin B,cefotaxime,tigecycline,fosfomycin,cephalexin,norfloxacin,ticarcillin/clavulanic acid,trimethoprim,colistin
573.13036,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,>64/4,>8,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.13779,EKP,8,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13527,EKP,>8,<=16,<=4,>16,<=0.5,>16,8,>16/8,>32,<=1,8,8/4,<=2,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13445,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,4,<=1,<=1,32,8,>2/38,>16,,,,,,,,,,,,
573.1449,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13481,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13781,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13191,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13746,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.13726,EKP,>8,32,<=4,>16,1,>16,16,16/8,>32,<=1,8,4/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13648,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.13571,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,<=2,<=2,<=1,<=1,<=8,<=1,2/38,>16,,,,,,,,,,,,
573.13868,EKP,8,,<=4,>16,>2,>16,4,>16/8,16,>4,4,8/4,>8,<=2,<=1,<=1,<=8,2,>2/38,>16,,,,,,,,,,,,
573.14333,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14245,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13477,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,4,16,16,>2/38,>16,,,,,,,,,,,,
573.14097,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13172,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13731,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13227,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.13021,EKP,1,32,<=4,,1,>32,>16,8/4,>32,<=1,>16,4/4,2,1,<=0.25,<=0.125,<=4,1,<=0.5/9.5,>16,,,,,,,,,,,,
573.1386,EKP,<=2,>64,8,>16,>2,>16,8,16/8,>32,>4,>16,<=2/4,<=2,<=2,<=1,<=1,<=8,8,<=0.5/9,>16,,,,,,,,,,,,
573.12944,EKP,8,>64,<=4,,>2,>32,>16,>16/8,>32,<=1,>16,64/4,<=1,>8,<=0.25,<=0.125,<=4,16,>2/38,>16,,,,,,,,,,,,
573.13395,EKP,>8,32,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13519,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1444,EKP,<=2,,<=4,>16,1,>16,>16,16/8,32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,2,<=0.5/9,>16,,,,,,,,,,,,
573.14111,EKP,8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13024,EKP,8,,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=4,>16,<=0.5/9.5,>16,,,,,,,,,,,,
573.13135,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13968,EKP,<=2,,16,>16,>2,>16,2,>16/8,>32,>4,16,8/4,<=2,<=2,<=1,<=1,<=8,16,<=0.5/9,>16,,,,,,,,,,,,
573.12985,EKP,1,,<=4,,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13583,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,1/19,>16,,,,,,,,,,,,
573.14249,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13617,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,16,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13599,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.13081,EKP,<=2,64,<=4,>16,1,>16,16,16/8,>32,<=1,>16,4/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1445,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14545,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,8,4,32,16,>2/38,>16,,,,,,,,,,,,
573.12928,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,2,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.14336,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.1344,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13429,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,8,8,16,8,>2/38,>16,,,,,,,,,,,,
573.13901,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14283,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,4,<=1,<=1,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14363,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,<=1,>16,32/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13124,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13693,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13555,EKP,8,>64,16,>16,>2,>16,>16,16/8,32,4,>16,8/4,8,>8,<=1,<=1,<=8,2,<=0.5/9,>16,,,,,,,,,,,,
573.13707,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,>32,4,>2/38,>16,,,,,,,,,,,,
573.13966,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13668,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13532,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,64/4,<=2,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12959,EKP,>8,>64,>16,,1,32,>16,8/4,16,<=1,>16,<=2/4,>8,>8,2,4,>32,4,<=0.5/9.5,>16,,,,,,,,,,,,
573.1407,EKP,<=2,,<=4,>16,2,>16,>16,16/8,>32,<=1,>16,8/4,<=2,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13484,EKP,<=2,,<=4,>16,2,>16,>16,16/8,>32,<=1,>16,8/4,<=2,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14462,EKP,>8,,8,>16,>2,>16,>16,>16/8,16,>4,>16,8/4,4,4,<=1,<=1,>32,2,>2/38,>16,,,,,,,,,,,,
573.13663,EKP,<=2,32,<=4,16,<=0.5,>16,16,>16/8,<=2,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13348,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,<=2,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13603,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12972,EKP,>8,>64,<=4,,>2,>32,16,>16/8,>32,<=1,>16,16/4,>8,>8,0.5,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14496,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,<=2,>4,8,>64/4,4,4,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13641,EKP,4,>64,8,>16,>2,>16,16,16/8,>32,>4,16,4/4,<=2,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14056,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,>8,>8,<=8,4,>2/38,>16,,,,,,,,,,,,
573.1373,EKP,>8,,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14422,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1455,EKP,>8,64,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13635,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,32,>4,>16,>64/4,>8,8,<=1,<=1,32,8,>2/38,>16,,,,,,,,,,,,
573.13948,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13219,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14539,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12881,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13814,EKP,>8,,<=4,>16,>2,>16,16,>16/8,>32,>4,>16,32/4,<=2,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13652,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13401,EKP,<=2,,>16,>16,<=0.5,4,<=0.5,8/4,<=2,<=1,<=2,16/4,>8,<=2,<=1,<=1,<=8,<=1,1/19,>16,,,,,,,,,,,,
573.13082,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14329,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14162,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13119,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,>8,<=2,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.14537,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,8,8,32,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14006,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.14502,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,>8,8,>8,>8,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13718,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,8,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13687,EKP,<=2,,<=4,>16,>2,>16,16,16/8,>32,>4,,16/4,4,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13561,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14546,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,8/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14366,EKP,<=2,,8,>16,>2,>16,>16,16/8,>32,>4,>16,4/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13102,EKP,>8,,<=4,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12954,EKP,<=0.5,,>16,,<=0.5,>32,>16,>16/8,>32,<=1,>16,>64/4,>8,<=0.5,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14311,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13269,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14027,EKP,<=2,>64,<=4,>16,1,>16,8,>16/8,>32,<=1,>16,4/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12903,EKP,1,>64,<=4,<=4,<=0.5,2,<=0.5,16/8,<=0.5,<=1,<=1,4/4,>8,1,<=0.25,<=0.125,<=4,<=0.5,>2/38,>16,,,,,,,,,,,,
573.13168,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,16,16/4,>8,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14467,EKP,<=2,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,>8,<=2,<=1,<=1,<=8,<=1,1/19,>16,,,,,,,,,,,,
573.13771,EKP,<=2,64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14028,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13565,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13964,EKP,>8,64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13464,EKP,<=2,>64,8,>16,>2,>16,>16,16/8,16,>4,>16,32/4,4,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13171,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,8,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13047,EKP,8,64,<=4,>16,>2,>16,16,>16/8,>32,<=1,8,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13794,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,<=1,>16,32/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13745,EKP,8,>64,8,>16,<=0.5,>16,>16,>16/8,>32,<=1,<=2,>64/4,<=2,>8,<=1,<=1,<=8,,<=0.5/9,>16,,,,,,,,,,,,
573.13749,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,<=2,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.14253,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,4,<=2,<=1,<=1,<=8,>16,1/19,>16,,,,,,,,,,,,
573.13777,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13554,EKP,8,32,<=4,>16,2,>16,16,>16/8,>32,<=1,>16,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14474,EKP,<=2,,<=4,>16,>2,>16,16,16/8,>32,>4,16,8/4,<=2,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14285,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14413,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14445,EKP,>8,32,<=4,>16,>2,>16,16,>16/8,>32,<=1,16,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.12994,EKP,>8,>64,<=4,,>2,>32,>16,>16/8,>32,>4,>16,32/4,>8,>8,<=0.25,<=0.125,<=4,16,>2/38,>16,,,,,,,,,,,,
573.13266,EKP,<=2,,8,>16,>2,>16,>16,>16/8,>32,>4,8,>64/4,4,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13044,EKP,>8,,16,>16,>2,>16,>16,>16/8,<=2,>4,16,>64/4,<=2,8,2,2,>32,16,>2/38,>16,,,,,,,,,,,,
573.13941,EKP,<=2,,,>16,>2,>16,4,>16/8,>32,>4,>16,>64/4,>8,<=2,4,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12958,EKP,1,>64,8,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,4,1,<=0.25,<=0.125,<=4,8,>2/38,>16,,,,,,,,,,,,
573.12966,EKP,1,,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,2,1,>8,>8,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14086,EKP,8,,>16,>16,2,>16,>16,>16/8,>32,4,16,64/4,8,8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13918,EKP,8,>64,,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,2/38,>16,,,,,,,,,,,,
573.13769,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,8,8,16,16,>2/38,>16,,,,,,,,,,,,
573.1431,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13409,EKP,<=2,,<=4,>16,2,>16,>16,>16/8,>32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13115,EKP,>8,64,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,8/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14403,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,<=2,<=1,<=1,16,<=1,>2/38,>16,,,,,,,,,,,,
573.14093,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14187,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,>8,>8,<=1,2,16,<=1,>2/38,>16,,,,,,,,,,,,
573.13303,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14379,EKP,>8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13862,EKP,>8,,8,>16,>2,>16,>16,>16/8,32,>4,>16,>64/4,4,4,<=1,<=1,32,4,>2/38,>16,,,,,,,,,,,,
573.12995,EKP,1,<=16,<=4,<=4,<=0.5,<=1,<=0.5,4/2,<=0.5,<=1,<=1,<=2/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.13388,EKP,8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13176,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13299,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14457,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12963,EKP,1,32,<=4,<=4,<=0.5,2,16,8/4,<=0.5,<=1,<=1,4/4,2,1,<=0.25,0.023,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14013,EKP,<=2,>64,>16,>16,<=0.5,8,1,16/8,<=2,<=1,<=2,16/4,>8,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.1415,EKP,<=2,,>16,>16,<=0.5,4,1,16/8,<=2,<=1,<=2,16/4,>8,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.12907,EKP,1,,<=4,<=4,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,0.5,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13279,EKP,8,64,<=4,>16,1,>16,16,16/8,>32,<=1,16,4/4,<=2,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14138,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,<=2,<=2,>8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.13225,EKP,8,64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13373,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14247,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.13103,EKP,8,64,<=4,>16,1,>16,1,>16/8,>32,<=1,<=2,4/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14175,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,>8,<=1,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14501,EKP,8,,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14547,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,16,>2/38,>16,,,,,,,,,,,,
573.12979,EKP,8,,<=4,,<=0.5,>32,16,>16/8,>32,<=1,8,8/4,>8,1,<=0.25,<=0.125,<=4,8,>2/38,>16,,,,,,,,,,,,
573.13619,EKP,<=2,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,4,4,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14499,EKP,<=2,,8,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,>64/4,8,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.14052,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14141,EKP,<=2,,<=4,16,>2,>16,>16,8/4,<=2,>4,,4/4,>8,<=2,4,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.12868,EKP,1,32,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13744,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,,>64/4,4,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
